estate,district,lat,lon,flats,population,dist_glass,dist_textiles,dist_hazardous,dist_batteries,dist_ewaste,district_vulnerability,nearest_hub_distance_m,dist_glass_after,dist_textiles_after,dist_hazardous_after,dist_batteries_after,dist_ewaste_after
Wah Ha Estate,Eastern,22.264769,114.23649,200,540,200.32858808116725,200.32858808116725,200.32858808116725,68.42499125023048,230.701858451936,0.08345532267957173,5729.504726105783,200.32858808116725,200.32858808116725,200.32858808116725,68.42499125023048,230.701858451936
Cheung Sha Wan Estate,Sham Shui Po,22.3346,114.15634,1400,3780,170.2922545759006,492.8901926761588,170.2922545759006,142.5063625359509,170.2922545759006,0.572474461183177,688.3662191242553,170.2922545759006,492.8901926761588,170.2922545759006,142.5063625359509,170.2922545759006
Hung Fuk Estate,Yuen Long,22.43776,113.99781,4900,13230,186.2718599320152,1400.9512548486987,186.2718599320152,186.2718599320152,186.2718599320152,0.4218162576779331,15191.293479488028,186.2718599320152,1400.9512548486987,186.2718599320152,186.2718599320152,186.2718599320152
Tung Wui Estate,Wong Tai Sin,22.332422,114.19376,2400,6480,266.5012923800957,199.52225306224065,303.5396890297054,281.6277363407233,303.5396890297054,0.4953152685747593,942.2403278993905,266.5012923800957,199.52225306224065,303.5396890297054,281.6277363407233,303.5396890297054
Kwai Luen Estate,Kwai Tsing,22.36264,114.12528,3000,8100,129.74460172906453,390.91194156053945,129.74460172906453,129.74460172906453,129.74460172906453,0.1635933757904977,1916.5137017675065,129.74460172906453,390.91194156053945,129.74460172906453,129.74460172906453,129.74460172906453
On Tat Estate,Kwun Tong,22.32121,114.23523,9400,25380,572.4654171184562,1096.0774782027584,572.4654171184562,374.3471939694081,572.4654171184562,0.4964709029810196,591.0522093167601,572.4654171184562,591.0522093167601,572.4654171184562,374.3471939694081,572.4654171184562
Ying Tung Estate,Islands,22.296284,113.952385,3600,9720,125.02964375836353,1374.5139328884206,125.02964375836353,125.02964375836353,125.02964375836353,0.3895043047188248,261.3534657392714,125.02964375836353,261.3534657392714,125.02964375836353,125.02964375836353,125.02964375836353
Yan Tin Estate,Tuen Mun,22.414415,113.97557,4700,12690,92.55651163089401,990.3920168040752,92.55651163089401,92.55651163089401,92.55651163089401,0.2468510574009941,13094.482964941892,92.55651163089401,990.3920168040752,92.55651163089401,92.55651163089401,92.55651163089401
Kwai Tsui Estate,Kwai Tsing,22.355677,114.12873,900,2430,189.1660194532288,468.7551470436326,189.1660194532288,157.23825477627392,189.1660194532288,0.1635933757904977,2603.69408958967,189.1660194532288,468.7551470436326,189.1660194532288,157.23825477627392,189.1660194532288
Long Shin Estate,Yuen Long,22.442337,114.04498,1200,3240,885.3826791201075,1732.91178930949,1075.0602531709899,467.3395288001213,1094.1290444000701,0.4218162576779331,11322.781548806,885.3826791201075,1732.91178930949,1075.0602531709899,467.3395288001213,1094.1290444000701
On Tai Estate,Kwun Tong,22.327152,114.22902,8600,23220,47.72387759511077,499.3239009159661,47.72387759511077,47.72387759511077,47.72387759511077,0.4964709029810196,1293.1980592563211,47.72387759511077,499.3239009159661,47.72387759511077,47.72387759511077,47.72387759511077
Lin Tsui Estate,Eastern,22.26093,114.236145,300,810,139.0681294487728,237.4637452195554,139.0681294487728,139.0681294487728,139.0681294487728,0.08345532267957173,6153.919340024714,139.0681294487728,237.4637452195554,139.0681294487728,139.0681294487728,139.0681294487728
Mun Tung Estate,Islands,22.276863,113.93296,3900,10530,166.42214320206665,868.0730344918403,166.42214320206665,166.42214320206665,166.42214320206665,0.3895043047188248,3188.2511496450416,166.42214320206665,868.0730344918403,166.42214320206665,166.42214320206665,166.42214320206665
Hoi Ying Estate,Sham Shui Po,22.32841,114.1484,1300,3510,511.9804456636297,1170.6170009732461,707.5111698864625,348.57780834182654,707.5111698864625,0.572474461183177,643.244667981611,511.9804456636297,643.244667981611,643.244667981611,348.57780834182654,643.244667981611
Po Shek Wu Estate,North,22.503332,114.12431,1100,2970,158.91037085957933,457.7211023754636,158.91037085957933,158.91037085957933,158.91037085957933,0.6075708532536184,3352.4389427222814,158.91037085957933,457.7211023754636,158.91037085957933,158.91037085957933,158.91037085957933
Shek Yam East Estate,Kwai Tsing,22.3727,114.13965,2400,6480,199.80484532465888,272.23290504364815,167.54587064406493,83.35504460034036,199.80484532465888,0.1635933757904977,1113.8879009199402,199.80484532465888,272.23290504364815,167.54587064406493,83.35504460034036,199.80484532465888
Kai Chuen Court,Wong Tai Sin,22.3396,114.1999,1000,2700,126.33815365158996,612.2943023611563,126.33815365158996,126.33815365158996,126.33815365158996,0.4953152685747593,844.2525391430087,126.33815365158996,612.2943023611563,126.33815365158996,126.33815365158996,126.33815365158996
Lai Tsui Court,Sham Shui Po,22.334057,114.15447,1300,3510,342.5072786300188,622.1252871354683,342.5072786300188,142.04142118048475,342.5072786300188,0.572474461183177,605.961661301735,342.5072786300188,605.961661301735,342.5072786300188,142.04142118048475,342.5072786300188
Fai Ming Estate,North,22.4811,114.1361,1000,2700,391.1424297537348,1235.5848999461987,391.1424297537348,391.1424297537348,391.1424297537348,0.6075708532536184,3344.95526431463,391.1424297537348,1235.5848999461987,391.1424297537348,391.1424297537348,391.1424297537348
Hoi Tat Estate,Sham Shui Po,22.33005,114.14964,3300,8910,301.9806651225801,1148.980611668805,572.4694638331061,227.20804466609178,572.4694638331061,0.572474461183177,539.6172581682932,301.9806651225801,539.6172581682932,539.6172581682932,227.20804466609178,539.6172581682932
Chun Yeung Estate,Sha Tin,22.3993,114.1886,4800,12960,94.70653039975393,2178.6396012514883,105.29380214909744,105.29380214909744,105.29380214909744,0.6508778390990247,1442.4039061753933,94.70653039975393,1442.4039061753933,105.29380214909744,105.29380214909744,105.29380214909744
Hin Fat Estate,Tuen Mun,22.389,113.98071,900,2430,119.99526006507676,471.11782999796105,119.99526006507676,119.99526006507676,119.99526006507676,0.2468510574009941,10453.494895884267,119.99526006507676,471.11782999796105,119.99526006507676,119.99526006507676,119.99526006507676
Yip Wong Estate,Tuen Mun,22.38778,113.96886,3300,8910,330.3508511727704,220.17679065447828,330.3508511727704,330.3508511727704,330.3508511727704,0.2468510574009941,10059.156638381566,330.3508511727704,220.17679065447828,330.3508511727704,330.3508511727704,330.3508511727704
Fu Tip Estate,Tai Po,22.46125,114.17308,7400,19980,314.3217525623332,164.09366717653555,314.3217525623332,164.09366717653555,314.3217525623332,0.2600838573192465,1493.6204984315793,314.3217525623332,164.09366717653555,314.3217525623332,164.09366717653555,314.3217525623332
Queens Hill Estate,North,22.50422,114.15693,8900,24030,142.76196569622442,1287.185435332289,142.76196569622442,77.83349911243306,142.76196569622442,0.6075708532536184,0.0,0.0,0.0,0.0,0.0,0.0
Wo Tin Estate,Tuen Mun,22.41427,113.96867,4200,11340,623.9027833817822,591.3377884289607,570.9910351075962,623.9027833817822,623.9027833817822,0.2468510574009941,12973.403749051698,623.9027833817822,591.3377884289607,570.9910351075962,623.9027833817822,623.9027833817822
Ching Tin Estate,Tuen Mun,22.412277,113.97133,5200,14040,508.32567849573513,505.6488243539785,508.32567849573513,508.32567849573513,508.32567849573513,0.2468510574009941,12790.159597578493,508.32567849573513,505.6488243539785,508.32567849573513,508.32567849573513,508.32567849573513
Cheung Tung Estate,Islands,22.298462,113.95334,4800,12960,306.1484905670088,1606.32840885621,306.1484905670088,306.1484905670088,306.1484905670088,0.3895043047188248,0.0,0.0,0.0,0.0,0.0,0.0
Choi Shek Estate,North,22.50547,114.12382,2900,7830,199.16773707833636,440.4289562309185,368.6611037754824,333.45941938798273,115.18441413437388,0.6075708532536184,3404.133674311757,199.16773707833636,440.4289562309185,368.6611037754824,333.45941938798273,115.18441413437388
